ID;anio;mes;Sexo;Edad;region;PEA;Desempleo;Salario
116161;2022;1;2;27;1;1;0;318948
116162;2022;1;2;28;1;1;0;3478388
116163;2022;1;2;61;1;0;0;0
116164;2022;1;1;63;1;0;0;0
116171;2022;1;1;58;1;0;0;0
116172;2022;1;2;54;1;0;0;0
116173;2022;1;2;30;1;1;0;4735144
116181;2022;1;2;39;1;1;0;7278388
116182;2022;1;2;82;1;0;0;0
116183;2022;1;1;79;1;0;0;0
116191;2022;1;1;60;1;0;0;0
116192;2022;1;2;56;1;1;0;3498388
116193;2022;1;1;19;1;1;0;7000
116194;2022;1;2;20;1;0;0;0
116201;2022;1;2;36;1;1;0;13000
116202;2022;1;1;15;1;0;0;0
116211;2022;1;2;43;1;1;0;3368388
116212;2022;1;1;17;1;0;0;0
116221;2022;1;2;32;1;0;0;0
116222;2022;1;1;33;1;1;0;2318948
116223;2022;1;1;15;1;0;0;0
116231;2022;1;1;23;1;1;0;8218948
116232;2022;1;2;55;1;1;0;3418948
116241;2022;1;1;56;1;1;0;9318948
116242;2022;1;2;57;1;1;0;7718948
116251;2022;1;2;38;1;0;0;0
116252;2022;1;1;41;1;1;0;6218948
116253;2022;1;2;14;1;0;0;0
116261;2022;1;1;80;1;0;0;0
116262;2022;1;2;73;1;0;0;0
116271;2022;1;1;51;1;1;0;9318948
116272;2022;1;1;17;1;0;0;0
116273;2022;1;1;17;1;0;0;0
116281;2022;1;1;53;1;1;0;9408808
116282;2022;1;2;53;1;1;0;6318948
116283;2022;1;2;17;1;0;0;0
116291;2022;1;2;40;1;1;0;45000
116292;2022;1;1;56;1;1;0;7518948
116301;2022;1;2;80;1;0;0;0
116311;2022;1;2;58;1;1;0;5118948
116321;2022;1;2;72;1;0;0;0
116322;2022;1;1;48;1;1;0;10000
116331;2022;1;2;33;1;1;0;6000
116332;2022;1;2;16;1;0;0;0
116333;2022;1;1;15;1;0;0;0
116341;2022;1;1;52;1;1;0;3318948
116342;2022;1;2;44;1;1;0;3218948
116343;2022;1;1;23;1;0;0;0
116344;2022;1;2;14;1;0;0;0
116351;2022;1;1;72;1;0;0;0
116352;2022;1;2;74;1;0;0;0
116361;2022;1;1;42;1;1;0;23818948
116362;2022;1;2;22;1;1;1;0
116363;2022;1;1;17;1;0;0;0
116371;2022;1;2;74;1;0;0;0
116381;2022;1;2;44;1;1;0;11727533
116382;2022;1;1;49;1;1;0;23042148
116391;2022;1;2;51;1;0;0;0
116392;2022;1;1;48;1;1;0;3838948
116401;2022;1;2;65;1;0;0;0
116411;2022;1;1;74;1;0;0;0
116421;2022;1;1;39;1;1;0;15318948
116422;2022;1;2;40;1;0;0;0
116431;2022;1;2;49;1;1;0;59900000
116432;2022;1;1;55;1;1;0;40000
116433;2022;1;2;15;1;0;0;0
116441;2022;1;1;62;1;0;0;0
116442;2022;1;2;63;1;0;0;0
116451;2022;1;2;82;1;0;0;0
116461;2022;1;1;72;1;0;0;0
116462;2022;1;2;67;1;0;0;0
116471;2022;1;1;36;1;1;0;27818948
116472;2022;1;2;33;1;1;0;12397248
116481;2022;1;2;50;1;0;0;0
116482;2022;1;1;54;1;1;0;21318948
116483;2022;1;1;18;1;0;0;0
116484;2022;1;1;16;1;0;0;0
116491;2022;1;2;77;1;0;0;0
116501;2022;1;1;47;1;1;0;25700000
116502;2022;1;2;46;1;1;0;2618948
116503;2022;1;2;15;1;0;0;0
116511;2022;1;2;53;1;1;0;150000
116512;2022;1;1;22;1;1;1;0
116513;2022;1;1;17;1;0;0;0
116521;2022;1;1;64;1;1;0;15318948
116522;2022;1;2;57;1;1;0;12318948
116523;2022;1;2;24;1;1;0;10318948
116531;2022;1;1;63;1;0;0;0
116532;2022;1;2;61;1;0;0;0
116533;2022;1;1;93;1;0;0;0
116541;2022;1;2;57;1;1;0;0
116542;2022;1;1;62;1;1;0;10318948
116543;2022;1;2;23;1;1;0;38000
116551;2022;1;1;62;1;1;0;9718948
116561;2022;1;1;51;1;1;0;22818948
116562;2022;1;2;46;1;1;0;9318948
116563;2022;1;2;19;1;0;0;0
116564;2022;1;1;16;1;0;0;0
116571;2022;1;1;59;1;1;0;21318948
116572;2022;1;2;55;1;0;0;0
116573;2022;1;1;24;1;1;1;0
116574;2022;1;2;23;1;1;0;3818948
116575;2022;1;1;21;1;1;0;15000
116576;2022;1;2;19;1;0;0;0
116581;2022;1;2;68;1;0;0;0
116582;2022;1;1;69;1;1;0;270000
116591;2022;1;2;55;1;1;0;93000
116592;2022;1;1;23;1;1;0;2568948
116593;2022;1;1;21;1;0;0;0
116594;2022;1;2;16;1;0;0;0
116601;2022;1;2;50;1;1;0;7058548
116611;2022;1;2;59;1;1;0;27818948
116621;2022;1;2;56;1;1;0;7018948
116622;2022;1;1;57;1;1;0;9818948
116623;2022;1;2;26;1;1;0;3162948
116624;2022;1;2;24;1;1;0;3218948
116631;2022;1;2;77;1;0;0;0
116641;2022;1;2;57;1;1;0;26625078
116642;2022;1;1;52;1;1;0;12318948
116651;2022;1;1;60;1;1;0;11618948
116652;2022;1;2;61;1;0;0;88000
116661;2022;1;1;58;1;1;0;4818948
116671;2022;1;2;43;1;1;0;8918948
116681;2022;1;2;33;1;1;0;5018948
116682;2022;1;1;38;1;1;0;6688523
116691;2022;1;2;41;1;1;0;8318948
116701;2022;1;1;49;1;1;0;3318948
116702;2022;1;2;46;1;1;0;12625078
116703;2022;1;2;16;1;0;0;0
116711;2022;1;2;63;1;1;0;2000
116712;2022;1;1;27;1;1;1;0
116721;2022;1;2;56;1;1;0;5318948
116722;2022;1;1;57;1;1;0;318948
116723;2022;1;1;19;1;0;0;0
116731;2022;1;1;47;1;1;0;12268948
116732;2022;1;2;45;1;1;0;7318948
116741;2022;1;1;71;1;0;0;0
116742;2022;1;2;76;1;0;0;0
116751;2022;1;1;32;1;0;0;0
116761;2022;1;2;74;1;1;0;2500
116771;2022;1;1;60;1;0;0;0
116772;2022;1;2;61;1;0;0;0
116781;2022;1;1;66;1;1;0;6000
116791;2022;1;2;81;1;0;0;0
116801;2022;1;2;27;1;1;0;6278388
116811;2022;1;1;49;1;1;1;0
116812;2022;1;2;44;1;1;0;3278388
116813;2022;1;1;24;1;0;0;0
116814;2022;1;1;22;1;0;0;0
116821;2022;1;2;32;1;1;0;2118948
116822;2022;1;1;32;1;1;0;2268948
116831;2022;1;2;34;1;1;0;2268948
116832;2022;1;1;32;1;1;0;20000
116841;2022;1;2;51;1;1;0;5518948
116851;2022;1;1;41;1;1;0;2318948
116861;2022;1;2;34;1;0;0;0
116862;2022;1;1;15;1;0;0;0
116864;2022;1;1;52;1;1;0;5818948
116871;2022;1;1;36;1;1;0;5318948
116872;2022;1;2;38;1;1;0;8918948
116881;2022;1;1;27;1;1;0;4272948
116882;2022;1;2;26;1;1;0;6818948
116891;2022;1;2;67;1;1;0;3318948
116892;2022;1;1;69;1;0;0;0
116901;2022;1;2;67;1;0;0;0
116902;2022;1;1;63;1;1;1;0
116903;2022;1;2;25;1;1;1;0
116904;2022;1;1;33;1;1;0;34000
116911;2022;1;2;64;1;1;0;8097248
116912;2022;1;1;16;1;0;0;0
116921;2022;1;1;52;1;1;0;12418948
116922;2022;1;2;45;1;1;0;318948
116923;2022;1;1;14;1;0;0;0
116931;2022;1;1;43;1;1;0;6518948
116932;2022;1;2;40;1;0;0;0
116936;2022;1;2;78;1;0;0;0
116941;2022;1;2;54;1;1;1;0
116942;2022;1;1;23;1;1;0;4118948
116943;2022;1;1;22;1;1;0;42000
116951;2022;1;1;68;1;0;0;0
116952;2022;1;2;52;1;1;0;53000
116961;2022;1;1;54;1;1;0;13618948
116962;2022;1;2;58;1;1;0;15818948
116963;2022;1;2;26;1;1;0;2830268
116964;2022;1;2;22;1;0;0;0
116971;2022;1;2;57;1;0;0;0
116972;2022;1;1;60;1;0;0;0
116973;2022;1;2;83;1;0;0;0
116981;2022;1;1;50;1;1;0;8753288
116982;2022;1;2;50;1;1;0;6818948
116983;2022;1;2;14;1;0;0;0
116984;2022;1;1;18;1;0;0;0
116991;2022;1;1;76;1;0;0;0
117001;2022;1;2;56;1;1;0;8318948
117002;2022;1;1;60;1;1;0;12318948
117003;2022;1;1;25;1;0;0;0
117011;2022;1;2;44;1;1;0;5558948
117012;2022;1;2;73;1;0;0;0
117021;2022;1;1;44;1;1;0;14018948
117022;2022;1;2;40;1;1;0;19818948
117031;2022;1;1;50;1;1;0;20318948
117032;2022;1;2;46;1;1;0;17318948
117033;2022;1;2;16;1;0;0;0
117041;2022;1;1;57;1;1;0;14318948
117042;2022;1;2;56;1;1;0;20000
117043;2022;1;1;15;1;0;0;0
117051;2022;1;2;52;1;1;0;2318948
117052;2022;1;1;55;1;1;0;29891184
117053;2022;1;2;24;1;1;1;0
117054;2022;1;1;21;1;1;0;5000
117061;2022;1;2;84;1;0;0;0
117071;2022;1;1;61;1;1;0;8318948
117072;2022;1;2;59;1;0;0;0
117073;2022;1;2;24;1;1;0;7168948
117081;2022;1;1;84;1;0;0;0
117082;2022;1;2;80;1;0;0;0
117091;2022;1;1;62;1;0;0;0
117092;2022;1;2;60;1;0;0;0
117093;2022;1;1;24;1;1;0;53000
117101;2022;1;2;57;1;1;0;4318948
117111;2022;1;2;59;1;1;0;2950276
117121;2022;1;1;50;1;1;0;30000
117122;2022;1;2;79;1;0;0;0
117131;2022;1;1;62;1;0;0;0
117132;2022;1;2;62;1;1;0;6518948
117133;2022;1;1;26;1;1;1;0
117141;2022;1;2;41;1;1;0;3668948
117142;2022;1;1;43;1;1;0;9318948
117143;2022;1;1;14;1;0;0;0
117151;2022;1;1;77;1;0;0;0
117152;2022;1;2;64;1;0;0;0
117161;2022;1;2;74;1;0;0;0
117171;2022;1;2;37;1;1;0;2248948
117173;2022;1;2;19;1;1;1;0
117181;2022;1;2;36;1;1;0;20000
117182;2022;1;1;16;1;0;0;0
117191;2022;1;1;59;1;1;0;4718948
117201;2022;1;2;24;1;0;0;0
117202;2022;1;1;24;1;1;0;3000
117211;2022;1;1;59;1;1;0;48800000
117221;2022;1;1;55;1;0;0;0
117231;2022;1;2;48;1;1;0;7118948
117232;2022;1;1;49;1;1;0;318948
117233;2022;1;2;21;1;1;1;0
117234;2022;1;2;17;1;0;0;0
117241;2022;1;2;36;1;1;0;3518948
117242;2022;1;1;37;1;1;0;5848948
117251;2022;1;2;57;1;1;0;9061476
117252;2022;1;2;19;1;1;1;0
117261;2022;1;1;75;1;1;0;23500
117262;2022;1;2;68;1;1;0;0
117263;2022;1;1;41;1;0;0;0
117271;2022;1;1;71;1;0;0;0
117272;2022;1;2;75;1;0;0;0
117273;2022;1;1;34;1;1;1;0
117281;2022;1;1;82;1;0;0;0
117282;2022;1;2;80;1;0;0;0
117291;2022;1;2;72;1;0;0;0
117301;2022;1;2;69;1;0;0;0
117311;2022;1;1;44;1;1;0;18000
117312;2022;1;2;38;1;0;0;0
117313;2022;1;1;17;1;0;0;0
117321;2022;1;1;79;1;0;0;0
117331;2022;1;1;42;1;1;0;7218948
117332;2022;1;2;40;1;1;0;6818948
117333;2022;1;2;20;1;0;0;0
117334;2022;1;2;17;1;1;0;785928
117341;2022;1;2;50;1;1;0;5288948
117342;2022;1;1;26;1;1;0;1418948
117343;2022;1;2;17;1;0;0;0
117351;2022;1;1;76;1;0;0;0
117361;2022;1;2;36;1;1;1;0
117362;2022;1;1;34;1;1;0;31300000
117363;2022;1;1;18;1;1;1;0
117371;2022;1;2;64;1;1;0;5218948
117372;2022;1;1;45;1;1;0;3218948
117381;2022;1;2;25;1;1;0;4518948
117382;2022;1;1;23;1;1;0;3918948
117391;2022;1;2;50;1;1;0;3618948
117401;2022;1;2;74;1;0;0;0
117411;2022;1;2;25;1;1;0;3718948
117412;2022;1;1;26;1;1;0;20000
117421;2022;1;2;52;1;1;0;8000
117422;2022;1;2;52;1;1;0;7000
117431;2022;1;1;70;1;0;0;0
117432;2022;1;2;75;1;0;0;0
117441;2022;1;2;44;1;0;0;0
117442;2022;1;1;44;1;1;0;12518948
117444;2022;1;1;14;1;0;0;0
117451;2022;1;2;34;1;1;0;318948
117452;2022;1;1;35;1;1;0;10318948
117453;2022;1;1;14;1;0;0;0
117461;2022;1;2;67;1;0;0;0
117462;2022;1;1;65;1;1;0;0
117471;2022;1;1;41;1;1;0;9438948
117472;2022;1;2;36;1;1;1;0
117481;2022;1;2;30;1;1;1;0
117482;2022;1;1;30;1;1;0;6218948
117491;2022;1;2;57;1;0;0;0
117492;2022;1;1;57;1;1;0;4318948
117493;2022;1;1;17;1;0;0;0
117501;2022;1;2;47;1;1;0;5418948
117502;2022;1;2;19;1;1;1;0
117511;2022;1;1;54;1;1;0;318948
117512;2022;1;2;86;1;0;0;0
117521;2022;1;2;33;1;1;0;5018948
117522;2022;1;2;66;1;0;0;0
117523;2022;1;1;31;1;1;0;4318948
117531;2022;1;2;34;1;1;0;318948
117532;2022;1;1;29;1;1;1;0
117541;2022;1;2;19;1;0;0;0
117542;2022;1;1;20;1;1;0;2918948
117543;2022;1;1;22;1;1;0;4818948
117544;2022;1;2;53;1;1;0;2868948
117551;2022;1;2;60;1;0;0;0
117552;2022;1;1;37;1;1;0;2718948
117561;2022;1;2;32;1;0;0;0
117562;2022;1;1;41;1;1;0;2018948
117571;2022;1;2;39;1;1;0;7000
117572;2022;1;1;33;1;0;0;0
117573;2022;1;2;18;1;0;0;0
117574;2022;1;1;14;1;0;0;0
117581;2022;1;2;22;1;0;0;0
117582;2022;1;1;22;1;1;0;25783
117591;2022;1;2;60;1;1;0;9600
117592;2022;1;1;30;1;1;0;4000
117601;2022;1;2;46;1;1;0;2938948
117602;2022;1;1;17;1;0;0;0
117603;2022;1;2;19;1;1;0;4278388
117611;2022;1;1;47;1;1;0;56000
117612;2022;1;1;71;1;0;0;0
117621;2022;1;1;18;1;1;0;2697248
117622;2022;1;2;21;1;1;0;3318948
117631;2022;1;1;79;1;1;0;3718948
117641;2022;1;2;79;1;0;0;0
117651;2022;1;2;31;1;1;0;7018948
117652;2022;1;1;36;1;1;0;5818948
117661;2022;1;2;52;1;1;0;6218948
117671;2022;1;1;77;1;0;0;0
117672;2022;1;1;39;1;1;0;5318948
117681;2022;1;2;37;1;1;0;85900000
117682;2022;1;1;40;1;1;0;6418948
117691;2022;1;1;72;1;1;0;9318948
117692;2022;1;2;70;1;0;0;0
117693;2022;1;1;37;1;1;0;9318948
117701;2022;1;2;71;1;0;0;0
117711;2022;1;2;46;1;1;0;6018948
117712;2022;1;2;21;1;0;0;0
117721;2022;1;2;47;1;1;0;131000
117722;2022;1;1;16;1;0;0;0
117731;2022;1;1;51;1;1;0;17318948
117732;2022;1;2;43;1;1;0;5137896
117741;2022;1;1;63;1;0;0;0
117742;2022;1;2;61;1;1;0;15468948
117751;2022;1;2;69;1;0;0;0
117752;2022;1;1;68;1;0;0;0
117753;2022;1;1;36;1;0;0;0
117761;2022;1;2;35;1;1;0;12388948
117762;2022;1;1;37;1;1;0;7818948
117771;2022;1;2;64;1;0;0;0
117781;2022;1;2;57;1;1;0;5118948
117791;2022;1;2;56;1;1;0;1818948
117792;2022;1;1;49;1;1;0;5318948
117793;2022;1;1;15;1;0;0;0
117801;2022;1;1;53;1;1;0;3518948
117811;2022;1;2;39;1;1;0;10018948
117812;2022;1;1;41;1;1;0;6318948
117813;2022;1;1;15;1;0;0;0
117821;2022;1;2;58;1;1;0;318948
117831;2022;1;2;63;1;1;0;6018948
117841;2022;1;1;24;1;1;0;35000
117842;2022;1;2;46;1;1;0;4118948
117851;2022;1;1;38;1;1;0;12018948
117852;2022;1;2;41;1;1;0;318948
117861;2022;1;2;53;1;1;0;12518948
117862;2022;1;1;58;1;1;0;10818948
117863;2022;1;1;25;1;1;0;4818948
117864;2022;1;2;22;1;1;0;2568948
117871;2022;1;2;76;1;0;0;0
117881;2022;1;1;39;1;1;0;10818948
117882;2022;1;2;37;1;1;0;15318948
117891;2022;1;1;35;1;1;0;1618948
117892;2022;1;2;42;1;1;0;8718948
117901;2022;1;2;30;1;1;0;8318948
117911;2022;1;1;51;1;1;0;13018948
117912;2022;1;2;55;1;1;0;1068948
117913;2022;1;1;20;1;0;0;0
117914;2022;1;2;14;1;0;0;0
117921;2022;1;2;68;1;0;0;0
117931;2022;1;2;50;1;1;0;48400
117941;2022;1;1;74;1;0;0;0
117942;2022;1;2;60;1;0;0;0
117951;2022;1;2;68;1;1;0;7998948
117961;2022;1;2;60;1;1;0;5518948
117971;2022;1;1;54;1;1;0;41500000
117972;2022;1;2;59;1;1;0;34900000
117973;2022;1;1;26;1;1;0;6318948
117974;2022;1;2;25;1;1;0;1818948
117981;2022;1;2;61;1;0;0;0
117982;2022;1;2;90;1;0;0;0
117991;2022;1;1;62;1;1;0;16668948
117992;2022;1;2;67;1;0;0;0
117993;2022;1;2;30;1;1;0;8568948
118001;2022;1;1;77;1;0;0;0
118002;2022;1;2;76;1;0;0;0
118011;2022;1;1;71;1;0;0;0
118012;2022;1;2;70;1;0;0;0
118021;2022;1;1;55;1;1;0;16597248
118022;2022;1;1;25;1;1;0;4818948
118031;2022;1;2;64;1;0;0;0
118032;2022;1;1;26;1;1;1;0
118041;2022;1;2;50;1;1;0;10818948
118042;2022;1;2;14;1;0;0;0
118051;2022;1;2;42;1;1;0;4837896
118052;2022;1;1;57;1;1;0;16818948
118053;2022;1;1;16;1;0;0;0
118061;2022;1;2;88;1;0;0;0
118071;2022;1;2;65;1;0;0;0
118072;2022;1;1;66;1;0;0;0
118081;2022;1;1;58;1;1;0;38200
118082;2022;1;2;31;1;1;0;4918948
118091;2022;1;1;52;1;1;0;7118948
118101;2022;1;2;88;1;0;0;0
118111;2022;1;2;73;1;0;0;0
118121;2022;1;2;74;1;0;0;0
118122;2022;1;2;97;1;0;0;0
118131;2022;1;2;70;1;0;0;0
118132;2022;1;1;73;1;0;0;0
118141;2022;1;1;92;1;0;0;0
118151;2022;1;2;26;1;1;0;4918948
118152;2022;1;1;25;1;1;0;9818948
118161;2022;1;1;30;1;1;0;10000
118162;2022;1;1;23;1;0;0;0
118163;2022;1;2;24;1;0;0;26000
118171;2022;1;2;40;1;1;0;10000
118172;2022;1;1;57;1;1;0;1218948
118173;2022;1;2;21;1;1;0;1718948
118174;2022;1;1;24;1;0;0;0
118176;2022;1;2;17;1;0;0;0
118181;2022;1;2;20;1;1;0;9000
118191;2022;1;2;27;1;0;0;0
118201;2022;1;1;74;1;0;0;0
118211;2022;1;1;54;1;1;0;11004488
118212;2022;1;2;48;1;0;0;0
118213;2022;1;2;17;1;0;0;0
118214;2022;1;2;15;1;0;0;0
118221;2022;1;1;40;1;1;0;24000
118223;2022;1;2;38;1;1;0;318948
118231;2022;1;1;51;1;1;0;7018948
118232;2022;1;2;44;1;1;1;0
118233;2022;1;1;19;1;1;0;5318948
118234;2022;1;2;18;1;0;0;0
118241;2022;1;1;72;1;1;0;11000
118242;2022;1;2;53;1;1;0;3618948
118243;2022;1;1;31;1;0;0;0
118251;2022;1;2;38;1;0;0;0
118252;2022;1;1;28;1;0;0;0
118253;2022;1;1;19;1;1;0;4000
118261;2022;1;2;58;1;1;0;3978388
118262;2022;1;1;22;1;1;0;1118948
118271;2022;1;2;71;1;1;0;443776
118281;2022;1;1;73;1;0;0;0
118282;2022;1;2;74;1;0;0;0
118291;2022;1;1;63;1;1;0;19000
118292;2022;1;2;57;1;0;0;0
118301;2022;1;2;70;1;0;0;0
118311;2022;1;1;57;1;1;0;4118948
118321;2022;1;2;31;1;1;0;10000
118322;2022;1;1;28;1;1;0;5518948
118331;2022;1;2;42;1;0;0;0
118332;2022;1;1;43;1;1;0;8018948
118341;2022;1;2;19;1;1;0;4000
118351;2022;1;2;47;1;1;0;8000
118352;2022;1;2;26;1;1;0;2698948
118353;2022;1;1;22;1;0;0;0
118361;2022;1;1;41;1;1;0;0
118362;2022;1;2;45;1;0;0;0
118363;2022;1;1;15;1;0;0;0
118371;2022;1;2;59;1;1;0;1500
118372;2022;1;2;62;1;1;0;0
118373;2022;1;1;40;1;0;0;0
118381;2022;1;1;39;1;1;0;8000
118382;2022;1;2;79;1;0;0;0
118383;2022;1;2;26;1;1;1;0
118391;2022;1;2;55;1;1;1;0
118392;2022;1;2;27;1;1;0;16000
118393;2022;1;1;20;1;1;1;0
118401;2022;1;2;31;1;0;0;0
118402;2022;1;2;47;1;0;0;0
118403;2022;1;1;33;1;1;0;26000
118404;2022;1;1;29;1;0;0;0
118405;2022;1;1;14;1;0;0;0
118411;2022;1;2;29;1;0;0;0
118412;2022;1;1;31;1;1;0;1518948
118421;2022;1;2;58;1;1;0;13000
118422;2022;1;1;33;1;1;0;3218948
118423;2022;1;2;32;1;0;0;0
118424;2022;1;2;31;1;0;0;0
118431;2022;1;1;78;1;0;0;0
118441;2022;1;2;62;1;0;0;0
118451;2022;1;2;37;1;1;1;0
118452;2022;1;1;18;1;0;0;0
118453;2022;1;2;16;1;0;0;0
118461;2022;1;1;40;1;1;0;7518948
118462;2022;1;2;29;1;0;0;0
118471;2022;1;1;35;1;1;0;5668948
118472;2022;1;2;35;1;1;0;7318948
118481;2022;1;1;44;1;1;0;11168948
118482;2022;1;2;32;1;0;0;0
118491;2022;1;2;56;1;1;0;9318948
118492;2022;1;2;28;1;1;1;0
118493;2022;1;1;21;1;0;0;0
118501;2022;1;1;85;1;0;0;0
118502;2022;1;2;83;1;0;0;0
118511;2022;1;1;74;1;0;0;0
118512;2022;1;2;74;1;0;0;0
118513;2022;1;2;46;1;0;0;0
118521;2022;1;1;62;1;0;0;0
118522;2022;1;2;84;1;0;0;0
118531;2022;1;2;37;1;1;0;6918948
118541;2022;1;2;71;1;0;0;0
118542;2022;1;1;70;1;0;0;0
118551;2022;1;1;61;1;1;0;2118948
118552;2022;1;2;54;1;1;0;25000
118561;2022;1;2;27;1;1;0;8918948
118562;2022;1;1;32;1;1;0;15148948
118571;2022;1;2;81;1;0;0;0
118581;2022;1;1;35;1;1;0;4418948
118591;2022;1;2;44;1;1;0;96500000
118592;2022;1;1;39;1;1;0;8218948
118593;2022;1;2;18;1;0;0;0
118601;2022;1;1;85;1;0;0;0
118611;2022;1;1;79;1;1;0;15700000
118612;2022;1;2;94;1;0;0;0
118621;2022;1;2;90;1;0;0;0
118631;2022;1;1;76;1;0;0;0
118632;2022;1;2;75;1;0;0;0
118641;2022;1;2;23;1;1;0;5718948
118642;2022;1;1;51;1;1;1;0
118643;2022;1;1;18;1;1;1;0
118651;2022;1;1;26;1;1;0;3318948
118652;2022;1;2;26;1;1;0;4818948
118661;2022;1;2;28;1;1;0;7627533
118671;2022;1;2;64;1;0;0;0
118672;2022;1;1;79;1;0;0;0
118681;2022;1;1;32;1;1;0;7818948
118682;2022;1;2;33;1;1;0;12318948
118691;2022;1;2;28;1;1;0;3818948
118701;2022;1;1;59;1;1;0;96500000
118702;2022;1;2;51;1;1;0;14700000
118711;2022;1;2;77;1;0;0;0
118721;2022;1;2;21;1;1;1;0
118722;2022;1;1;23;1;1;0;9118948
118731;2022;1;1;43;1;1;0;5318948
118741;2022;1;2;45;1;1;0;7818948
118751;2022;1;1;37;1;1;0;7386868
118761;2022;1;1;29;1;1;0;12318948
118771;2022;1;2;38;1;1;0;5768948
118772;2022;1;1;42;1;1;0;7018948
118781;2022;1;2;62;1;1;0;7238948
118791;2022;1;1;26;1;1;0;2918948
118801;2022;1;1;29;1;1;0;6018948
118811;2022;1;2;26;1;1;0;4168948
118812;2022;1;2;61;1;1;0;7037828
118821;2022;1;1;61;1;1;0;2818948
118823;2022;1;2;65;1;0;0;0
118831;2022;1;1;69;1;0;0;0
